title,uploader,episode_day,url,frame_namefile,words
La Ghigliottina - L'EreditÃ  14/02/2024',Rai,14/02/2024,https://www.youtube.com/watch?v=Bmb8Hg5ZZbA,14-02-2024.jpg,"CARCIOFI,SAPERE,NASO,DIRITTO,VITE,80.000"
La Ghigliottina - L'EreditÃ  10/02/2024',Rai,10/02/2024,https://www.youtube.com/watch?v=ZmljzXs_NFI,10-02-2024.jpg,"POLLO,SBAGLIATO,ROMANO,TAGLIO,VENERE,40.000"
La Ghigliottina - L'EreditÃ  12/02/2024',Rai,12/02/2024,https://www.youtube.com/watch?v=0H7qMqU9mtU,12-02-2024.jpg,"PIETRA,BUCHI,ACCIAIO,NATURALE,ANIMALE,105.Uoo"
La Ghigliottina - L'EreditÃ  09/02/2024',Rai,09/02/2024,https://www.youtube.com/watch?v=i0R89FtXs_Y,09-02-2024.jpg,"VIVERE,PIENO,CONTROLLO,PENSIERI,STUDI,90.000"
La Ghigliottina - L'EreditÃ  08/02/2024',Rai,08/02/2024,https://www.youtube.com/watch?v=sLgcNctYD4Y,08-02-2024.jpg,"MESSA,VETRO,LINGUA,CALORE,TRASPORTO,47.500"
La Ghigliottina - L'EreditÃ  07/02/2024',Rai,07/02/2024,https://www.youtube.com/watch?v=Y0LG-G4rO8o,07-02-2024.jpg,"ASCENSORE,SCHIACCIARE,TAMBURO,SPIA,FILO,47.500"
La Ghigliottina - L'EreditÃ  06/02/2024',Rai,06/02/2024,https://www.youtube.com/watch?v=VXZr-CyV-w0,06-02-2024.jpg,"PRONTA,GIRO,LOTTA,CARICO,INTELLIGENTE,105.00o"
La Ghigliottina - L'EreditÃ  05/02/2024',Rai,05/02/2024,https://www.youtube.com/watch?v=l_QSHX5igjI,05-02-2024.jpg,"FANTASMA,MURO,NEVE,ESAME,PACCO,11.250"
La Ghigliottina - L'EreditÃ  04/02/2024',Rai,04/02/2024,https://www.youtube.com/watch?v=968_3VmKXBk,04-02-2024.jpg,"AFFARI,BLU,CAMICIA,ARABA,TONDA,21.250"
La Ghigliottina - L'EreditÃ  03/02/2024',Rai,03/02/2024,https://www.youtube.com/watch?v=YVz_tAuLvAE,03-02-2024.jpg,"APRIRE,BERRETTO,MATRIMONIO,FUORI,FOTO,47.500"
La Ghigliottina - L'EreditÃ  02/02/2024',Rai,02/02/2024,https://www.youtube.com/watch?v=Hv0cnvMjx90,02-02-2024.jpg,"METTERE,CARTA,PAROLE,CAMERA,AMANTE,85.000"
La Ghigliottina - L'EreditÃ  01/02/2024',Rai,01/02/2024,https://www.youtube.com/watch?v=DMMGHk-DMww,01-02-2024.jpg,"VERDE,SERALE,ORECCHIE,COSTIERA,BEBE,80.000"
La Ghigliottina - L'EreditÃ  31/01/2024',Rai,31/01/2024,https://www.youtube.com/watch?v=aTElI6ChAA0,31-01-2024.jpg,"DETERGENTE,MERCATO,FIRMA,SETE,SUPER,5.625"
La Ghigliottina - L'EreditÃ  30/01/2024',Rai,30/01/2024,https://www.youtube.com/watch?v=98goP_QBaNU,30-01-2024.jpg,"SALTO,PROSCIUTTO,GHIACCIO,ORECCHINI,ARTIFICIALE,22.500"
La Ghigliottina - L'EreditÃ  29/01/2024',Rai,29/01/2024,https://www.youtube.com/watch?v=Vmi5Ya8YbJg,29-01-2024.jpg,"TAVOLO,INIZIO,PROMESSA,SEDERE,FORTUNA,22.500"
La Ghigliottina - L'EreditÃ  27/01/2024',Rai,27/01/2024,https://www.youtube.com/watch?v=APZdq6BoB8o,27-01-2024.jpg,"NATURA,PARLARE,IN ME,VECCHIO,VOLTO,22.500"
La Ghigliottina - L'EreditÃ  28/01/2024',Rai,28/01/2024,https://www.youtube.com/watch?v=20zsAfYUOZ4,28-01-2024.jpg,"PRENDERE,NOBILI,ACCORDO,Gioco,MILIONE,20.000"
La Ghigliottina - L'EreditÃ  26/01/2024',Rai,26/01/2024,https://www.youtube.com/watch?v=DBBHDHeGyw0,26-01-2024.jpg,"LASCIARE,MANO,PASSAGGIO,CAMPIONE,RECUPERO,45.000"
La Ghigliottina - L'EreditÃ  25/01/2024',Rai,25/01/2024,https://www.youtube.com/watch?v=vP62eCVo9j0,25-01-2024.jpg,"MONDO,LEGNO,EDICOLA,TEMPORALE,CERNIERA,47.500"
La Ghigliottina - L'EreditÃ  24/01/2024',Rai,24/01/2024,https://www.youtube.com/watch?v=sOMAYNoZrsI,24-01-2024.jpg,"UOMO,SOTTO,VEDERE,TRE,CALENDARIO,10.625"
La Ghigliottina - L'EreditÃ  23/01/2024',Rai,23/01/2024,https://www.youtube.com/watch?v=SY2-HJYg4ZI,23-01-2024.jpg,"FERMO,MULTIPLO,RUBATO,FINALE,PENNA,95.000"
La Ghigliottina - L'EreditÃ  22/01/2024',Rai,22/01/2024,https://www.youtube.com/watch?v=0RFS7vfW-ro,22-01-2024.jpg,"BASE,PRODOTTO,PROFONDITA,AGENZIA,CANNA,40.0uu"
La Ghigliottina - L'EreditÃ  21/01/2024',Rai,21/01/2024,https://www.youtube.com/watch?v=V1xc1CQUAI0,21-01-2024.jpg,"SPADA,METODO,CIELO,NASTRO,LUMINOSA,22.500"
La Ghigliottina - L'EreditÃ  20/01/2024',Rai,20/01/2024,https://www.youtube.com/watch?v=mia9pJYxaL4,20-01-2024.jpg,"APERTO,TERMINI,COMUNE,SOLDI,FALSO,170.000"
La Ghigliottina - L'EreditÃ  19/01/2024',Rai,19/01/2024,https://www.youtube.com/watch?v=EVYVIJoLBqo,19-01-2024.jpg,"POPOLO,PARENTI,DOMICILIO,SARO,TERRITORIO,21.250"
La Ghigliottina - L'EreditÃ  18/01/2024',Rai,18/01/2024,https://www.youtube.com/watch?v=LSIbfxzQdg0,18-01-2024.jpg,"PARTIRE,MENTE,STUDI,SPOSO,ROSA,45.U00"
La Ghigliottina - L'EreditÃ  18/01/2024',Rai,18/01/2024,https://www.youtube.com/watch?v=4gGdrArb3iM,18-01-2024.jpg,"PARTIRE,MENTE,STUDI,SPOSO,ROSA,45.U00"
La Ghigliottina - L'EreditÃ  18/01/2024',Rai,18/01/2024,https://www.youtube.com/watch?v=dy9seu9ZvrQ,18-01-2024.jpg,"PARTIRE,MENTE,STUDI,SPOSO,ROSA,45.U00"
La Ghigliottina - L'EreditÃ  17/01/2024',Rai,17/01/2024,https://www.youtube.com/watch?v=aGuiKxEh100,17-01-2024.jpg,"GRUPPO,ESPERTO,MEMORIA,CILINDRO,NATURALE,90.000"
La Ghigliottina - L'EreditÃ  16/01/2024',Rai,16/01/2024,https://www.youtube.com/watch?v=7KiAlgMQQmM,16-01-2024.jpg,"METTERE,VOLUME,DIRETTA,10 SONO,SCOPERTO,20.000"
La Ghigliottina - L'EreditÃ  15/01/2024',Rai,15/01/2024,https://www.youtube.com/watch?v=UBT5ItynEe8,15-01-2024.jpg,"LIBRO,SERVIZIO,ACCIAIO,COMUNE,COLLO,47.500"
La Ghigliottina - L'EreditÃ  14/01/2024',Rai,14/01/2024,https://www.youtube.com/watch?v=Er5Pr2uD5Yg,14-01-2024.jpg,"INSIEME,RITORNO,POTERE,SACCO,POSTO,190.000"
La Ghigliottina - L'EreditÃ  13/01/2024',Rai,13/01/2024,https://www.youtube.com/watch?v=oIPKf9_vJCA,13-01-2024.jpg,"FONDO,SAN VITO,BARBE,NOVELLA,BOYS,21.250"
La Ghigliottina - L'EreditÃ  12/01/2024',Rai,12/01/2024,https://www.youtube.com/watch?v=40EPMXKBdTQ,12-01-2024.jpg,"ROSARIO,SOLITA,SCUOLA,SOGGETTO,PAPPAGALLO,90.0uu"
La Ghigliottina - L'EreditÃ  11/01/2024',Rai,11/01/2024,https://www.youtube.com/watch?v=unL4FaHBZqc,11-01-2024.jpg,"ARTICOLO,RIPRENDERE,TENDENZA,TONO,BAGNO,10.625"
La Ghigliottina - L'EreditÃ  11/01/2024',Rai,11/01/2024,https://www.youtube.com/watch?v=11792_DabN8,11-01-2024.jpg,"ARTICOLO,RIPRENDERE,TENDENZA,TONO,BAGNO,10.625"
La Ghigliottina - L'EreditÃ  10/01/2024',Rai,10/01/2024,https://www.youtube.com/watch?v=2Z7-fmsi0J0,10-01-2024.jpg,"SECCO,CARTE,Z4,LUCE,BARCA,SCIENZA,40.0uu"
La Ghigliottina - L'EreditÃ  09/01/2024',Rai,09/01/2024,https://www.youtube.com/watch?v=sIs5AGXJi0c,09-01-2024.jpg,"FUOCO,CORONA,GEL,PERDERE,MANO,85.000"
La Ghigliottina - L'EreditÃ  08/01/2024',Rai,08/01/2024,https://www.youtube.com/watch?v=YMs-hrjQXGE,08-01-2024.jpg,"MASSAGGIO,COTTo,PITTURA,FORESTA,LUNA,20.000"
La Ghigliottina - L'EreditÃ  06/01/2024',Rai,06/01/2024,https://www.youtube.com/watch?v=PZXxf5USNLE,06-01-2024.jpg,"SCI,SALTARE,ABITO,POLEMICHE,STAMPA,22.500"
La Ghigliottina - L'EreditÃ  07/01/2024',Rai,07/01/2024,https://www.youtube.com/watch?v=h636vO1PPxw,07-01-2024.jpg,"TENERE,DI TUTTO,FERMO,BANDIERA,RACCOLTA,95.000"
La Ghigliottina - L'EreditÃ  05/01/2024',Rai,05/01/2024,https://www.youtube.com/watch?v=Qhgl5_7zMI4,05-01-2024.jpg,"TRE,FISSARE,AMICO,SOSPETTO,Conti,40.000"
La Ghigliottina - L'EreditÃ  04/01/2024',Rai,04/01/2024,https://www.youtube.com/watch?v=tC9EYPXh9AQ,04-01-2024.jpg,"VIAGGIO,VERDI,LEGGERE,REGIA,BLOCCO,37.500"
La Ghigliottina - L'EreditÃ  03/01/2024',Rai,03/01/2024,https://www.youtube.com/watch?v=PxCbavhT4xM,03-01-2024.jpg,"PREMI,PULITO,FRUTTO,CORTO,ELETTRONICO,11.250"
L'EreditÃ  - La Ghigliottina 02/01/2024',Rai,02/01/2024,https://www.youtube.com/watch?v=Jr9EIw076O0,02-01-2024.jpg,"PESCE,ASSOLUTO,VIOLINO,CLASSE,CANTO,20.000"
L'EreditÃ  - La Ghigliottina 18/06/2023',Rai,18/06/2023,https://www.youtube.com/watch?v=qJCviVtVsz4,18-06-2023.jpg,"MOTORINO,TuTTI,BAMBINA,SONO I0,CORE,85.000"
L'EreditÃ  - La Ghigliottina 17/06/2023',Rai,17/06/2023,https://www.youtube.com/watch?v=iuiA4dwlQnI,17-06-2023.jpg,"MODA,INTERNO,SPECCHIO,GOCCIA,LUPO,21.250"
L'EreditÃ  - La Ghigliottina 16/06/2023',Rai,16/06/2023,https://www.youtube.com/watch?v=9e9fBEE7-WE,16-06-2023.jpg,"FIANCHI,TEATRO,SCENDERE,GIOSAFAT,NILO,42.500"
L'EreditÃ  - La Ghigliottina 14/06/2023',Rai,14/06/2023,https://www.youtube.com/watch?v=70r1JLLle8k,14-06-2023.jpg,"PAGAMENTO,PRODUZIONE,ANDERSEN,ETERNO,PARTITA,25.000"
La Ghigliottina -  L'EreditÃ  12/06/2023',Rai,12/06/2023,https://www.youtube.com/watch?v=m8fzWzeSf08,12-06-2023.jpg,"SASSO,BRUCIA,LEONE,LATTE,BUONA,23.750"
L'EreditÃ  - La Ghigliottina 04/06/2023',Rai,04/06/2023,https://www.youtube.com/watch?v=0Jp9lLABv6Q,04-06-2023.jpg,"ARIA,VESTITO,CIVILE,PASSATA,FISSA,45.000"
L'EreditÃ  - La Ghigliottina 31/05/2023',Rai,31/05/2023,https://www.youtube.com/watch?v=3-cKtJNeGpM,31-05-2023.jpg,"ISOLA,VITTORIA,CIVILTÃ,FAR L'AMORE,PROFONDITA,22.500"
L'EreditÃ  - La Ghigliottina 29/05/2023',Rai,29/05/2023,https://www.youtube.com/watch?v=_-glScCLuJQ,29-05-2023.jpg,"DONNA,ARTICOLO,SOCIETÃ,FILM,7818an ,PROVA,40.0u0"
L'EreditÃ  - La Ghigliottina 27/05/2023',Rai,27/05/2023,https://www.youtube.com/watch?v=CjjZPgczdrE,27-05-2023.jpg,"FATTO,LASCIARE,FUORI,TESTA-SPALLA,CENA,45.000"
L'EreditÃ  - La Ghigliottina 26/05/2023',Rai,26/05/2023,https://www.youtube.com/watch?v=60dvstJfo_Q,26-05-2023.jpg,"SOTTO,FIGLIO,ROSSO,ULTIME,MARITO,11.875"
L'EreditÃ  - La Ghigliottina 24/05/2023',Rai,24/05/2023,https://www.youtube.com/watch?v=pHWH0miDxiQ,24-05-2023.jpg,"CARTA,PATRIZIA,UNO,GRUPPO,AFFARI,8.750"
L'EreditÃ  - La Ghigliottina 23/05/2023',Rai,23/05/2023,https://www.youtube.com/watch?v=BnF-7WflK8M,23-05-2023.jpg,"VOLARE,GIRO,MEDIOEVO,TACCO,LIVELLO,85.U00"
L'EreditÃ  - La Ghigliottina 19/05/2023',Rai,19/05/2023,https://www.youtube.com/watch?v=tkruiIbmtcA,19-05-2023.jpg,"SVILUPPO,SEGNO,MENTIRE,DOLCE VITA,LAVORO,80.000"
L'EreditÃ  - La Ghigliottina 15/05/2023',Rai,15/05/2023,https://www.youtube.com/watch?v=MmBtTcgCFIk,15-05-2023.jpg,"CURA,GUADAGNARE,PREZZO,MONDO,Gioco,26.250"
L'EreditÃ  - La Ghigliottina 14/05/2023',Rai,14/05/2023,https://www.youtube.com/watch?v=lu9-ieWPRI4,14-05-2023.jpg,"PROVARE,TEATRO,AUTORE,LANCIO,BASE,190.000"
L'EreditÃ  - La Ghigliottina 12/05/2023',Rai,12/05/2023,https://www.youtube.com/watch?v=RqPxDHI7l1s,12-05-2023.jpg,"BOTTE,CARTA,TUTTE,SECONDA,CAPPELLA SiSTInA,21.250"
L'EreditÃ  - La Ghigliottina 10/05/2023',Rai,10/05/2023,https://www.youtube.com/watch?v=xH2GkpxXuDU,10-05-2023.jpg,"ANDARE,ACQUA,GIOIA,MERAVIGLIOSA,ISPIRAZIONE,12.500"
L'EreditÃ  - La Ghigliottina 09/05/2023',Rai,09/05/2023,https://www.youtube.com/watch?v=s8zyvXcdHd0,09-05-2023.jpg,"ABITO,URLO,ACCENDERE,NAVE,GAZZELLA,160.000"
L'EreditÃ  - La Ghigliottina 08/05/2023',Rai,08/05/2023,https://www.youtube.com/watch?v=9fSxkAfIPBM,08-05-2023.jpg,"CHIEDERE,ORA,BUGIE,QUANTO,cosi,85.000"
L'EreditÃ  - La Ghigliottina 04/05/2023',Rai,04/05/2023,https://www.youtube.com/watch?v=IaiIK0EubHY,04-05-2023.jpg,"AMORE,CROCE,SPERANZA,GIOCARE,SOLO,90.Uuu"
L'EreditÃ  - La Ghigliottina 04/05/2023',Rai,04/05/2023,https://www.youtube.com/watch?v=gUZhsEGJuLI,04-05-2023.jpg,"AMORE,CROCE,SPERANZA,GIOCARE,SOLO,90.Uuu"
L'EreditÃ  - La Ghigliottina 03/05/2023',Rai,03/05/2023,https://www.youtube.com/watch?v=YaeHGfFoK3w,03-05-2023.jpg,"VERDE,CANNUCCIA,ISOLE,MOSTRO,GRADO,42.500"
L'EreditÃ  - La Ghigliottina 01/05/2023',Rai,01/05/2023,https://www.youtube.com/watch?v=uVXmjrBsbdU,01-05-2023.jpg,"VITA,PREGHIERA,TuTTI,ODISSEA,ROGO,22.500"
L'EreditÃ  - La Ghigliottina 27/04/2023',Rai,27/04/2023,https://www.youtube.com/watch?v=FqQEAwuuEWE,27-04-2023.jpg,"STUDIO,FILM,VERITÃ,ARRIVEDERCI,SEGNO,50.000"
L'EreditÃ  - La Ghigliottina 24/04/2023',Rai,24/04/2023,https://www.youtube.com/watch?v=QPlUXQv5Eu0,24-04-2023.jpg,"PERSONAGGIO,GUAPPO,SPADA,VALIGIA,LIMA,20.000"
L'EreditÃ  - La Ghigliottina 23/04/2023',Rai,23/04/2023,https://www.youtube.com/watch?v=Ytm2E8AXbBA,23-04-2023.jpg,"VITA,PORTA,CARTE,MATERIALI,SCALA,100.Uuo"
L'EreditÃ  - La Ghigliottina 19/04/2023',Rai,19/04/2023,https://www.youtube.com/watch?v=4xToSWQC-Sg,19-04-2023.jpg,"FESTA,PAPA,DONNA,TV,PONTE,42.500"
L'EreditÃ  - La Ghigliottina 18/04/2023',Rai,18/04/2023,https://www.youtube.com/watch?v=P8YJR4q5ZGA,18-04-2023.jpg,"INVISIBILE,FARE,MACCHINA,RAPIDO,RISVOLTO,95.Uu0"
L'EreditÃ  - La Ghigliottina 11/04/2023',Rai,11/04/2023,https://www.youtube.com/watch?v=9PPOWIBL2Ik,11-04-2023.jpg,"MARE,PELLICOLA,CAROSELLO,CHIUSO,ELEGANZA,25.000"
L'EreditÃ  - La Ghigliottina 10/04/2023',Rai,10/04/2023,https://www.youtube.com/watch?v=-KGE5ZxXGt8,10-04-2023.jpg,"PRIMO,MANCARE,VINO,STATO,NOBILTA,20.000"
L'EreditÃ  - La Ghigliottina 09/04/2023',Rai,09/04/2023,https://www.youtube.com/watch?v=cr7IUoc8KL4,09-04-2023.jpg,"ESSERE,CENTRALE,FELICE,NEMMENO,PALLIDA,10.625"
L'EreditÃ  - La Ghigliottina 08/04/2023',Rai,08/04/2023,https://www.youtube.com/watch?v=_TAvlVCJHws,08-04-2023.jpg,"FERMARE,DIFETTO,REGOLA,FARE,HITCHCOCK,95.000"
L'EreditÃ  - La Ghigliottina 07/04/2023',Rai,07/04/2023,https://www.youtube.com/watch?v=oCdWnPgr9SY,07-04-2023.jpg,"NATALE,AMOR,MAMMA,SANTA,PRESA,90.0u0"
L'EreditÃ  - La Ghigliottina 02/04/2023',Rai,02/04/2023,https://www.youtube.com/watch?v=0tBRgYMwG-s,02-04-2023.jpg,"TUTTO,FINESTRA,PULIRE,PIOMBO,COLORI,90.000"
L'EreditÃ  - La Ghigliottina 01/04/2023',Rai,01/04/2023,https://www.youtube.com/watch?v=vgI-Kztytao,01-04-2023.jpg,"PAPERINO,STRANO,SPECCHIO,NOTTE,PAUSA,18.750"
L'EreditÃ  - La Ghigliottina 29/03/2023',Rai,29/03/2023,https://www.youtube.com/watch?v=eQ-7Ulsn5xk,29-03-2023.jpg,"VOCE,PRINCIPALE,INTERNAZIONALE,TUTTI,MASSIMA,11.875"
L'EreditÃ  - La Ghigliottina 27/03/2023',Rai,27/03/2023,https://www.youtube.com/watch?v=L-uKqUa2hjE,27-03-2023.jpg,"OGGI,ANDARE,DISTANZA,PACE,PRESENTE,11.250"
L'EreditÃ  - La Ghigliottina 24/03/2023',Rai,24/03/2023,https://www.youtube.com/watch?v=-fcvujql9gw,24-03-2023.jpg,"PEDALE,BEL,SICURO,MAESTRO,SOLITI IGnOTI,80.0u0"
L'EreditÃ  - La Ghigliottina 23/03/2023',Rai,23/03/2023,https://www.youtube.com/watch?v=O1_bQPdNQxw,23-03-2023.jpg,"COMUNE,CITTÃ,PIAZZA,STRADA,PORTA,11.250"
L'EreditÃ  - La Ghigliottina 21/03/2023',Rai,21/03/2023,https://www.youtube.com/watch?v=n7nYdXgC1Rs,21-03-2023.jpg,"RESTARE,CASO,MINIMO,GUSTO,AMLETO,18.750"
L'EreditÃ  - La Ghigliottina 15/03/2023',Rai,15/03/2023,https://www.youtube.com/watch?v=uyFEvA_Lzbg,15-03-2023.jpg,"ELETTRICO,VIOLETTA,RAGNO,PRIMO,MAESTRO,47.500"
L'EreditÃ  - La Ghigliottina 08/03/2023',Rai,08/03/2023,https://www.youtube.com/watch?v=yvBUB7tCSOM,08-03-2023.jpg,"CASA,NOTTE,DOMENICA,ALA,CINEMA,52.500"
L'EreditÃ  - La Ghigliottina 04/03/2023',Rai,04/03/2023,https://www.youtube.com/watch?v=2cQV6ltqErk,04-03-2023.jpg,"GIUDICE,ONORE,VICINO,AGENDA,TECNICO,95.000"
L'EreditÃ  - La Ghigliottina 27/02/2023',Rai,27/02/2023,https://www.youtube.com/watch?v=KCZ7YrSk3L4,27-02-2023.jpg,"COMUNE,POLVERE,VINO,BIANCO,LANCIO,100.Uuo"
L'EreditÃ  - La Ghigliottina 24/02/2023',Rai,24/02/2023,https://www.youtube.com/watch?v=A7bg3E5KCSk,24-02-2023.jpg,"PREZZO,ORA,TARGA,ARTISTI,LIBERO,50.0u0"
L'EreditÃ  - La Ghigliottina 22/02/2023',Rai,22/02/2023,https://www.youtube.com/watch?v=xnbi4-E4t5o,22-02-2023.jpg,"ANGELO,ECO,SEGNO,CARA,PALLA,22.500"
L'EreditÃ  - La Ghigliottina 20/02/2023',Rai,20/02/2023,https://www.youtube.com/watch?v=HB8QTV54eSY,20-02-2023.jpg,"GIARDINO,TIMONE,MULINO,DOPPIA,PIZZA,20.000"
L'EreditÃ  - La Ghigliottina 18/02/2023',Rai,18/02/2023,https://www.youtube.com/watch?v=GFqPQWvnP38,18-02-2023.jpg,"ANDARE,LUNGO,PIANOFORTE,TORTO,SPALLE,10.000"
L'EreditÃ  - La Ghigliottina 16/02/2023',Rai,16/02/2023,https://www.youtube.com/watch?v=SrOfMksN6To,16-02-2023.jpg,"PRESENTARE,CANZONE,ONLINE,GENTILE,AlUTO,22.500"
L'EreditÃ  - La Ghigliottina 15/02/2023',Rai,15/02/2023,https://www.youtube.com/watch?v=FYJ6pCdIj1k,15-02-2023.jpg,"GIARDINO,SILENZIO,CORTESIA,FILM,7,VINCERE,22.500"
L'EreditÃ  - La Ghigliottina 14/02/2023',Rai,14/02/2023,https://www.youtube.com/watch?v=zbk1cSd654g,14-02-2023.jpg,"MISURARE,BUON,PARTE,FAGIOLI,FONDO,42.500"
L'EreditÃ  - La Ghigliottina 12/02/2023',Rai,12/02/2023,https://www.youtube.com/watch?v=oymg9zOKDH4,12-02-2023.jpg,"LUNGO,LINEA,SOTTO,MEZZA,VERDE,100.U00"
L'EreditÃ  - La Ghigliottina 11/02/2023',Rai,11/02/2023,https://www.youtube.com/watch?v=zgohCETcMWo,11-02-2023.jpg,"PRIMA,SOTTO,DARE,FRONTALE,DURATA,20.000"
L'EreditÃ  - La Ghigliottina 09/02/2023',Rai,09/02/2023,https://www.youtube.com/watch?v=UlqMt4LodwQ,09-02-2023.jpg,"ACQUA,TIRARE,PALLINE,MARINA,SECCHI,21.250"
L'EreditÃ  - La Ghigliottina 06/02/2023',Rai,06/02/2023,https://www.youtube.com/watch?v=EF3I5ArjMwE,06-02-2023.jpg,"SOTTO,FELICE,CHIEDERE,CONSEGNA,DIO,9.375"
L'EreditÃ  - La Ghigliottina 05/02/2023',Rai,05/02/2023,https://www.youtube.com/watch?v=K9UaDBcLXF4,05-02-2023.jpg,"TASCA,FONDO,MOMENTO,CINEMA,FA MALE,5.313"
L'EreditÃ  - La Ghigliottina 31/01/2023',Rai,31/01/2023,https://www.youtube.com/watch?v=IXx-l5Bl1X4,31-01-2023.jpg,"IMPARARE,MILLE,LIBRO,GIUDIZIO,1,SALVO,40.000"
L'EreditÃ  - La Ghigliottina 30/01/2023',Rai,30/01/2023,https://www.youtube.com/watch?v=Y5e4xEm7mpY,30-01-2023.jpg,"ALTEZZA,SOTTILE,NECESSITÃ,OPERA,VIVERE,20.000"
La Ghigliottina  - L'EreditÃ  23/01/2023',Rai,23/01/2023,https://www.youtube.com/watch?v=GnCuQVRg9MI,23-01-2023.jpg,"FARE,BABY,ELETTRICO,PASSEGGERO,COSTUME,45.000"
L'EreditÃ  - La Ghigliottina 01/01/2023',Rai,01/01/2023,https://www.youtube.com/watch?v=zKWC8aF6aH8,01-01-2023.jpg,"ANDARE,PARTE,SECONDO,DIFFICILE,NESSUN,190.Uuo"
L'EreditÃ  - La Ghigliottina 30/12/2022',Rai,30/12/2022,https://www.youtube.com/watch?v=HNz8chvtzmY,30-12-2022.jpg,"GRANDE,FORTE,ROSSA,CADUTA,TASSO,20u.Uuo"
L'EreditÃ  - La Ghigliottina 13/12/2022',Rai,13/12/2022,https://www.youtube.com/watch?v=cm4ZIsRoRqs,13-12-2022.jpg,"MOMENTO,COMPAGNIA,STRADA,GALLO,AMARA,45.000"
L'EreditÃ  - La Ghigliottina 10/12/2022',Rai,10/12/2022,https://www.youtube.com/watch?v=CQApekj4gx8,10-12-2022.jpg,"PERIODO,TROVARE,PANTALONI,ARTICOLO,LIBRO,21.250"
L'EreditÃ  - La Ghigliottina 02/12/2022',Rai,02/12/2022,https://www.youtube.com/watch?v=ZnUe0rUzQqI,02-12-2022.jpg,"ORO,LEGGE,SUONI,VIVO,LAVAR,20.000"
La Ghigliottina - L'EreditÃ   30/11/2022',Rai,30/11/2022,https://www.youtube.com/watch?v=bqdr09Fqddk,30-11-2022.jpg,"TEATRO,ASPETTARE,MARGHERITA,ANGOLO,FILA,85.000"
L'EreditÃ  - La Ghigliottina 23/11/2022',Rai,23/11/2022,https://www.youtube.com/watch?v=rmMUW6tr96g,23-11-2022.jpg,"ENTRARE,ESTATE,TEMPO,GRAN,CORPO,90.000"
La Ghigliottina -  L'EreditÃ  21/11/2022',Rai,21/11/2022,https://www.youtube.com/watch?v=B8-3esApTus,21-11-2022.jpg,"ITALIANO,AMORE,CAMBIO,ANDARE,PIU,170.000"
L'EreditÃ  - La Ghigliottina 18/11/2022',Rai,18/11/2022,https://www.youtube.com/watch?v=hzndhy3qkHc,18-11-2022.jpg,"MODA,TuTTo,BELLO,INGEGNO,170.000"
L'EreditÃ  - La Ghigliottina 16/11/2022',Rai,16/11/2022,https://www.youtube.com/watch?v=uRviJdmG5to,16-11-2022.jpg,"SCARPE,MIRACOLI,VERSO,SUBITO,ROSSO,140.000"
L'EreditÃ  - La Ghigliottina 10/11/2022',Rai,10/11/2022,https://www.youtube.com/watch?v=-McfY8WJB1Q,10-11-2022.jpg,"CASA,SEDIA,FERMO,GRANDE,FINESTRA,12.500"
L'EreditÃ  - La Ghigliottina 08/11/2022',Rai,08/11/2022,https://www.youtube.com/watch?v=4ApHo4f5kIA,08-11-2022.jpg,"CURA,FESTA,CESTINO,TAVOLA,FRAGOLA,37.500"
La ghigliottina - L'EreditÃ  week end 05/06/2022',Rai,05/06/2022,https://www.youtube.com/watch?v=DANaB-SPUQ4,05-06-2022.jpg,"KO,ATTENZIONE,ENTRARE,si,110.000"
La ghigliottina - L'EreditÃ  03/06/2022',Rai,03/06/2022,https://www.youtube.com/watch?v=IMTA621PJ1o,03-06-2022.jpg,"ALTALENA,TRASMETTERE,PREDA,PRIVO,BATTISTI,52.500"
La ghigliottina - L'EreditÃ  31/05/2022',Rai,31/05/2022,https://www.youtube.com/watch?v=tohWoKqvIJE,31-05-2022.jpg,"FONDO,ROCK,PASSO,FUOCO,RILASCIO,45.000"
La ghigliottina - L'EreditÃ  30/05/2022',Rai,30/05/2022,https://www.youtube.com/watch?v=QuJa-7ovw5E,30-05-2022.jpg,"BONOCORE,ANGELO,CHIAVI,USCITA,BENJI,13.125"
La ghigliottina - L'EreditÃ  week end 28/05/2022',Rai,28/05/2022,https://www.youtube.com/watch?v=Oel_Hf_Tj4s,28-05-2022.jpg,"CATTEDRALE,BUIO,BILANCIO,VOCE,ChIUSO,6.563"
La ghigliottina - L'EreditÃ  24/05/2022',Rai,24/05/2022,https://www.youtube.com/watch?v=EAPsMc1yLGU,24-05-2022.jpg,"POMERIGGIO,Con,ATTENTI,DIVANO,PADRONI,28.750"
La ghigliottina - L'EreditÃ  week end 22/05/2022',Rai,22/05/2022,https://www.youtube.com/watch?v=zR7JVnHgsl8,22-05-2022.jpg,"TEMPO,TECNICA,IMPERIALE,FIUME,CODE,62.500"
La ghigliottina - L'EreditÃ  week end 21/05/2022',Rai,21/05/2022,https://www.youtube.com/watch?v=tWGUh6op1G4,21-05-2022.jpg,"BENE,SPESE,VIRTUALE,FAMILIARE,CRISTIANA,95.000"
La ghigliottina - L'EreditÃ   Una Sera Insieme 20/05/2022',Rai,20/05/2022,https://www.youtube.com/watch?v=hu5fTidF0kI,20-05-2022.jpg,"CITTA,PIENO,ITALIANA,STA FINENDO,SAN MARTINO,67.5u0"
